industry,industry_name,employees,total_monthly,regular_monthly,total_hours,regular_hours,year,table_group,tsic_version,regime,employment_share,regular_hourly,total_hourly,real_regular_monthly,real_total_monthly,real_regular_hourly,real_total_hourly,cpi_2024_100
汽車及其零件製造業,汽車及其零件製造業,85861.0000000000,47901.0000000000,36816.0000000000,176.2000000000,159.4000000000,2018,2,10,tsic10_2016_2020,0.0109009050,230.9661229611,271.8558456300,40604.1192777863,52829.6913712854,254.7309866862,299.8279873512,90.6706035122
產業用機械設備維修及安裝業,產業用機械設備維修及安裝業,45400.0000000000,53051.0000000000,42316.0000000000,172.3000000000,163.2000000000,2018,2,10,tsic10_2016_2020,0.0057639800,259.2892156863,307.8990133488,46670.0323598111,58509.5918026358,285.9683355381,339.5797550936,90.6706035122
皮革毛皮及其製品製造業,皮革、毛皮及其製品製造業,22902.0000000000,44537.0000000000,34571.0000000000,168.0000000000,159.3000000000,2018,2,10,tsic10_2016_2020,0.0029076359,217.0182046453,265.1011904762,38128.1238470325,49119.5583516615,239.3479211992,292.3783235218,90.6706035122
石油及煤製品製造業,石油及煤製品製造業,11535.0000000000,88627.0000000000,61802.0000000000,175.5000000000,159.7000000000,2018,2,10,tsic10_2016_2020,0.0014644826,386.9881026925,504.9971509972,68161.0109627811,97746.1234037475,426.8065808565,556.9579681125,90.6706035122
紙漿紙及紙製品製造業,紙漿、紙及紙製品製造業,49346.0000000000,39653.0000000000,32267.0000000000,175.8000000000,162.3000000000,2018,2,10,tsic10_2016_2020,0.0062649638,198.8108441158,225.5574516496,35587.0577123080,43733.0275348235,219.2671454856,248.7657994017,90.6706035122
紡織業,紡織業,106779.0000000000,40766.0000000000,33749.0000000000,183.7000000000,163.9000000000,2018,2,10,tsic10_2016_2020,0.0135566524,205.9121415497,221.9161676647,37221.5455645918,44960.5477639677,227.0991187589,244.7498517364,90.6706035122
藥品及醫用化學製品製造業,藥品及醫用化學製品製造業,31547.0000000000,51621.0000000000,38939.0000000000,172.9000000000,161.7000000000,2018,2,10,tsic10_2016_2020,0.0040052043,240.8101422387,298.5598611914,42945.5617274479,56932.4544013094,265.5878894709,329.2796668670,90.6706035122
金屬製品製造業,金屬製品製造業,342105.0000000000,37517.0000000000,31693.0000000000,172.7000000000,160.3000000000,2018,2,10,tsic10_2016_2020,0.0434336207,197.7105427324,217.2379849450,34953.9969652021,41377.2474724226,218.0536304754,239.5903154165,90.6706035122
電力設備及配備製造業,電力設備及配備製造業,122856.0000000000,44511.0000000000,34397.0000000000,173.0000000000,160.1000000000,2018,2,10,tsic10_2016_2020,0.0155977869,214.8469706433,257.2890173410,37936.2204149830,49090.8831261828,236.9532817925,283.7623302091,90.6706035122
電子零組件製造業,電子零組件製造業,632124.0000000000,71309.0000000000,43948.0000000000,181.6000000000,161.0000000000,2018,2,10,tsic10_2016_2020,0.0802544073,272.9689440994,392.6707048458,48469.9542052410,78646.2174483829,301.0556161816,433.0738846277,90.6706035122
電腦電子產品及光學製品製造業,電腦、電子產品及光學製品製造業,220345.0000000000,74324.0000000000,46552.0000000000,171.3000000000,162.3000000000,2018,2,10,tsic10_2016_2020,0.0279749818,286.8268638324,433.8820782253,51341.8883262578,81971.4407106201,316.3394228358,478.5256317024,90.6706035122
非金屬礦物製品製造業,非金屬礦物製品製造業,72236.0000000000,43199.0000000000,34506.0000000000,174.7000000000,160.7000000000,2018,2,10,tsic10_2016_2020,0.0091710762,214.7230864966,247.2753291357,38056.4357833359,47643.8871327980,236.8166507986,272.7183007029,90.6706035122
食品及飼品製造業,食品及飼品製造業,128379.0000000000,41744.0000000000,34368.0000000000,176.2000000000,160.8000000000,2018,2,10,tsic10_2016_2020,0.0162989865,213.7313432836,236.9125993190,37904.2365096415,46039.1773992805,235.7228638659,261.2893155464,90.6706035122
飲料及菸草製造業,飲料及菸草製造業,16028.0000000000,60035.0000000000,43510.0000000000,177.4000000000,163.6000000000,2018,2,10,tsic10_2016_2020,0.0020349135,265.9535452323,338.4160090192,47986.8869452543,66212.1985235197,293.3183798610,373.2367447775,90.6706035122
氣體燃料供應業,氣體燃料供應業,5514.0000000000,69423.0000000000,48873.0000000000,168.5000000000,163.8000000000,2018,3,10,tsic10_2016_2020,0.0007000570,298.3699633700,412.0059347181,53901.7036468723,76566.1607078922,329.0702298344,454.3985798688,90.6706035122
電力供應業,電力供應業,26162.0000000000,101667.0000000000,68001.0000000000,179.5000000000,166.4000000000,2018,3,10,tsic10_2016_2020,0.0033215252,408.6598557692,566.3899721448,74997.8464528669,112127.8518745844,450.7082118562,624.6676984657,90.6706035122
廢棄物清除業,廢棄物清除業,9789.0000000000,30427.0000000000,27679.0000000000,167.6000000000,163.2000000000,2018,4,10,tsic10_2016_2020,0.0012428106,169.6017156863,181.5453460621,30526.9833086117,33557.7340630488,187.0525938028,200.2251435743,90.6706035122
廢棄物處理業,廢棄物處理業,5774.0000000000,47884.0000000000,31583.0000000000,171.1000000000,163.7000000000,2018,4,10,tsic10_2016_2020,0.0007330665,192.9321930360,279.8597311514,34832.6787035616,52810.9421853955,212.7836206693,308.6554189678,90.6706035122
廢水及污水處理業,廢水及污水處理業,2287.0000000000,35636.0000000000,32646.0000000000,171.7000000000,169.3000000000,2018,4,10,tsic10_2016_2020,0.0002903573,192.8292971057,207.5480489225,36005.0542683239,39302.7051983701,212.6701374384,228.9033500196,90.6706035122
用水供應業,用水供應業,6447.0000000000,81737.0000000000,57710.0000000000,166.1000000000,164.4000000000,2018,4,10,tsic10_2016_2020,0.0008185106,351.0340632603,492.0951234196,63647.9716297547,90147.1886519019,387.1531121031,542.7284085003,90.6706035122
資源回收處理及污染整治業,資源回收處理及污染整治業,8786.0000000000,36023.0000000000,32271.0000000000,165.5000000000,158.6000000000,2018,4,10,tsic10_2016_2020,0.0011154698,203.4741488020,217.6616314199,35591.4692854585,39729.5249006871,224.4102729222,240.0575522700,90.6706035122
其他專門營造業,其他專門營造業,165867.0000000000,41472.0000000000,38903.0000000000,161.6000000000,160.1000000000,2018,5,10,tsic10_2016_2020,0.0210584597,242.9918800750,256.6336633663,42905.8575690928,45739.1904250422,267.9941134859,283.0395447094,90.6706035122
土木工程業,土木工程業,80042.0000000000,42090.0000000000,34977.0000000000,170.8000000000,165.0000000000,2018,5,10,tsic10_2016_2020,0.0101621253,211.9818181818,246.4285714286,38575.8985218147,46420.7784768043,233.7933243746,271.7844173115,90.6706035122
建築工程業,建築工程業,76157.0000000000,50076.0000000000,42637.0000000000,168.5000000000,164.3000000000,2018,5,10,tsic10_2016_2020,0.0096688860,259.5069993914,297.1869436202,47024.0611051438,55228.4842719043,286.2085277246,327.7654852932,90.6706035122
機電管道及其他建築設備安裝業,機電、管道及其他建築設備安裝業,140874.0000000000,43611.0000000000,38297.0000000000,166.9000000000,162.9000000000,2018,5,10,tsic10_2016_2020,0.0178853506,235.0951503990,261.3001797484,42237.5042367824,48098.2791673060,259.2848633320,288.1862143038,90.6706035122
批發業,批發業,1061609.0000000000,53648.0000000000,42742.0000000000,165.1000000000,161.8000000000,2018,6,10,tsic10_2016_2020,0.1347817851,264.1656365884,324.9424591157,47139.8649003461,59168.0190953574,291.3465074187,358.3768570282,90.6706035122
零售業,零售業,627187.0000000000,43283.0000000000,36334.0000000000,162.8000000000,158.4000000000,2018,6,10,tsic10_2016_2020,0.0796276063,229.3813131313,265.8660933661,40072.5247131434,47736.5301689598,252.9831105628,293.2219297848,90.6706035122
倉儲業,倉儲業,14801.0000000000,49724.0000000000,40364.0000000000,171.4000000000,160.6000000000,2018,7,10,tsic10_2016_2020,0.0018791337,251.3325031133,290.1050175029,44517.1846623361,54840.2658346547,277.1929306497,319.9548765149,90.6706035122
公共汽車客運業,公共汽車客運業,23719.0000000000,52050.0000000000,42653.0000000000,195.8000000000,167.0000000000,2018,7,10,tsic10_2016_2020,0.0030113622,255.4071856287,265.8324821246,47041.7073977461,57405.5956217073,281.6868706452,293.1848601722,90.6706035122
其他汽車客運業,其他汽車客運業,12124.0000000000,30243.0000000000,27635.0000000000,170.4000000000,168.0000000000,2018,7,10,tsic10_2016_2020,0.0015392620,164.4940476190,177.4823943662,30478.4560039555,33354.8016981229,181.4193809759,195.7441414209,90.6706035122
其他運輸輔助業,其他運輸輔助業,70209.0000000000,46584.0000000000,38714.0000000000,170.0000000000,162.7000000000,2018,7,10,tsic10_2016_2020,0.0089137285,237.9471419791,274.0235294118,42697.4107377287,51377.1809114623,262.4303057021,302.2187112439,90.6706035122
快遞業,快遞業,18925.0000000000,55974.0000000000,47807.0000000000,174.6000000000,164.1000000000,2018,7,10,tsic10_2016_2020,0.0024027163,291.3284582572,320.5841924399,52726.0194022471,61733.3488824101,321.3042011106,353.5701539657,90.6706035122
汽車貨運業,汽車貨運業,73323.0000000000,37455.0000000000,32150.0000000000,175.9000000000,166.0000000000,2018,7,10,tsic10_2016_2020,0.0093090816,193.6746987952,212.9334849346,35458.0191976540,41308.8680885888,213.6025252871,234.8429112484,90.6706035122
海洋水運業,海洋水運業,7537.0000000000,91294.0000000000,78017.0000000000,166.4000000000,162.9000000000,2018,7,10,tsic10_2016_2020,0.0009568969,478.9257213014,548.6418269231,86044.4256218778,100687.5398018857,528.2039633019,605.0933882325,90.6706035122
港埠業,港埠業,2558.0000000000,91260.0000000000,62939.0000000000,166.5000000000,161.4000000000,2018,7,10,tsic10_2016_2020,0.0003247635,389.9566294919,548.1081081081,69415.0006308288,100650.0414301059,430.0805491377,604.5047533340,90.6706035122
航空運輸業,航空運輸業,24501.0000000000,95591.0000000000,73349.0000000000,165.8000000000,163.6000000000,2018,7,10,tsic10_2016_2020,0.0031106448,448.3435207824,576.5440289505,80896.1197551702,105426.6722588785,494.4750596282,635.8665395590,90.6706035122
郵政業,郵政業,26326.0000000000,77178.0000000000,52347.0000000000,164.2000000000,162.0000000000,2018,7,10,tsic10_2016_2020,0.0033423466,323.1296296296,470.0243605359,57733.1549281367,85119.0981535471,356.3774995564,518.3867122628,90.6706035122
鐵路大眾捷運系統運輸業,鐵路大眾捷運系統運輸業,27261.0000000000,68234.0000000000,48349.0000000000,175.1000000000,166.1000000000,2018,7,10,tsic10_2016_2020,0.0034610542,291.0836845274,389.6858937750,53323.7875641485,75254.8205888872,321.0342418070,429.7819565328,90.6706035122
住宿業,住宿業,88184.0000000000,37112.0000000000,33680.0000000000,157.0000000000,155.0000000000,2018,8,10,tsic10_2016_2020,0.0111958329,217.2903225806,236.3821656051,37145.4459277445,40930.5756909280,239.6480382435,260.7043037639,90.6706035122
其他餐飲業,其他餐飲業,74503.0000000000,40829.0000000000,36843.0000000000,162.8000000000,158.5000000000,2018,8,10,tsic10_2016_2020,0.0094588943,232.4479495268,250.7923832924,40633.8973965526,45030.0300410891,256.3652832590,276.5972361246,90.6706035122
餐館,餐館,329102.0000000000,31735.0000000000,28597.0000000000,157.5000000000,154.1000000000,2018,8,10,tsic10_2016_2020,0.0417827609,185.5743024010,201.4920634921,31539.4393466660,35000.3184832830,204.6686524767,222.2242443383,90.6706035122
出版業,出版業,37020.0000000000,58532.0000000000,52183.0000000000,158.9000000000,157.7000000000,2018,9,10,tsic10_2016_2020,0.0047000559,330.9004438808,368.3574575205,57552.2804289636,64554.5499121955,364.9478784335,406.2589673518,90.6706035122
廣播電視節目編排及傳播業,廣播、電視節目編排及傳播業,16089.0000000000,49849.0000000000,42111.0000000000,164.4000000000,161.4000000000,2018,9,10,tsic10_2016_2020,0.0020426580,260.9107806691,303.2177615572,46443.9392358447,54978.1274956098,287.7567486731,334.4168339149,90.6706035122
影片及電視節目業;聲音錄製及音樂發行業,影片及電視節目業；聲音錄製及音樂發行業,18948.0000000000,42069.0000000000,38360.0000000000,154.9000000000,154.0000000000,2018,9,10,tsic10_2016_2020,0.0024056364,249.0909090909,271.5881213686,42306.9865139038,46397.6177177638,274.7206916487,299.5327160605,90.6706035122
資訊服務業,資訊服務業,24521.0000000000,74178.0000000000,66369.0000000000,158.8000000000,157.9000000000,2018,9,10,tsic10_2016_2020,0.0031131840,420.3229892337,467.1158690176,73197.9246074370,81810.4182906245,463.5714034670,515.1789564901,90.6706035122
電信業,電信業,52386.0000000000,94209.0000000000,63958.0000000000,163.8000000000,160.0000000000,2018,9,10,tsic10_2016_2020,0.0066509219,399.7375000000,575.1465201465,70538.8488909348,103902.4737353588,440.8678055683,634.3252364796,90.6706035122
電腦程式設計諮詢及相關服務業,電腦程式設計、諮詢及相關服務業,79425.0000000000,68571.0000000000,60326.0000000000,163.4000000000,161.9000000000,2018,9,10,tsic10_2016_2020,0.0100837910,372.6127239036,419.6511627907,66533.1404702232,75626.4956268222,410.9520720829,462.8304505925,90.6706035122
不動產經營及相關服務業,不動產經營及相關服務業,72156.0000000000,42973.0000000000,36045.0000000000,171.3000000000,168.5000000000,2018,10,10,tsic10_2016_2020,0.0091609194,213.9169139466,250.8639813193,39753.7885530152,47394.6332497911,235.9275285045,276.6762011079,90.6706035122
不動產開發業,不動產開發業,42748.0000000000,55564.0000000000,47689.0000000000,165.2000000000,163.6000000000,2018,10,10,tsic10_2016_2020,0.0054272823,291.4975550122,336.3438256659,52595.8779943055,61281.1626344774,321.4906967867,370.9513476663,90.6706035122
人身保險業,人身保險業,114050.0000000000,75250.0000000000,60195.0000000000,165.4000000000,164.0000000000,2018,10,10,tsic10_2016_2020,0.0144797780,367.0426829268,454.9576783555,66388.6614495422,82992.7198949755,404.8089112777,501.7697696190,90.6706035122
信用合作社,信用合作社,3917.0000000000,76752.0000000000,47117.0000000000,163.8000000000,162.7000000000,2018,10,10,tsic10_2016_2020,0.0004973020,289.5943454210,468.5714285714,51965.0230337749,84649.2656130121,319.3916597036,516.7842833517,90.6706035122
其他保險輔助業,其他保險輔助業,923.0000000000,110687.0000000000,84066.0000000000,168.7000000000,165.9000000000,2018,10,10,tsic10_2016_2020,0.0001171840,506.7269439421,656.1173681091,92715.8271188175,122075.9493291051,558.8657451406,723.6274411921,90.6706035122
其他金融服務業,其他金融服務業,41231.0000000000,108870.0000000000,58689.0000000000,159.7000000000,158.6000000000,2018,10,10,tsic10_2016_2020,0.0052346841,370.0441361917,681.7157169693,64727.7041583551,120071.9922254616,408.1191939367,751.8596883247,90.6706035122
證券期貨及金融輔助業,證券期貨及金融輔助業,50016.0000000000,88436.0000000000,62826.0000000000,164.1000000000,163.4000000000,2018,10,10,tsic10_2016_2020,0.0063500270,384.4920440636,538.9152955515,69290.3736893254,97535.4707858081,424.0536945491,594.3660620707,90.6706035122
財產保險業,財產保險業,16800.0000000000,65176.0000000000,47281.0000000000,164.3000000000,162.5000000000,2018,10,10,tsic10_2016_2020,0.0021329265,290.9600000000,396.6889835666,52145.8975329480,71882.1729152814,320.8978309720,437.5056172567,90.6706035122
農會及漁會信用部,農會及漁會信用部,10807.0000000000,62062.0000000000,49316.0000000000,164.8000000000,164.6000000000,2018,10,10,tsic10_2016_2020,0.0013720558,299.6111786148,376.5898058252,54390.2853732972,68447.7632175677,330.4391577965,415.3383690386,90.6706035122
銀行業,銀行業,149621.0000000000,99559.0000000000,65912.0000000000,169.1000000000,162.5000000000,2018,10,10,tsic10_2016_2020,0.0189958690,405.6123076923,588.7581312833,72693.9023749851,109802.9528242375,447.3470915384,649.3373910363,90.6706035122
企業總管理機構及管理顧問業,企業總管理機構及管理顧問業,80034.0000000000,60943.0000000000,49854.0000000000,163.2000000000,160.5000000000,2018,11,10,tsic10_2016_2020,0.0101611096,310.6168224299,373.4252450980,54983.6419620480,67213.6256286976,342.5772084863,411.8481962543,90.6706035122
其他專業科學及技術服務業,其他專業、科學及技術服務業,19391.0000000000,49934.0000000000,45685.0000000000,162.6000000000,160.4000000000,2018,11,10,tsic10_2016_2020,0.0024618797,284.8192019950,307.0971709717,50385.6798458732,55071.8734250593,314.1251860715,338.6954085182,90.6706035122
專門設計業,專門設計業,27800.0000000000,65794.0000000000,57809.0000000000,165.7000000000,164.0000000000,2018,11,10,tsic10_2016_2020,0.0035294856,352.4939024390,397.0669885335,63757.1580652311,72563.7609670435,388.7631589343,437.9225163974,90.6706035122
廣告業及市場研究業,廣告業及市場研究業,39145.0000000000,47810.0000000000,43781.0000000000,163.9000000000,162.1000000000,2018,11,10,tsic10_2016_2020,0.0049698458,270.0863664405,291.7022574741,48285.7710262050,52729.3280821100,297.8764406305,321.7164617578,90.6706035122
建築工程服務及技術檢測,建築、工程服務及技術檢測、,65897.0000000000,60308.0000000000,50883.0000000000,165.2000000000,161.0000000000,2018,11,10,tsic10_2016_2020,0.0083662773,316.0434782609,365.0605326877,56118.5191550304,66513.2883910456,348.5622307766,402.6228110838,90.6706035122
會計服務業,會計服務業,26590.0000000000,62708.0000000000,50457.0000000000,176.9000000000,162.5000000000,2018,11,10,tsic10_2016_2020,0.0033758641,310.5046153846,354.4827586207,55648.6866144954,69160.2322813837,342.4534560892,390.9566550672,90.6706035122
法律服務業,法律服務業,12213.0000000000,60903.0000000000,48027.0000000000,161.8000000000,159.4000000000,2018,11,10,tsic10_2016_2020,0.0015505614,301.2986198243,376.4091470952,52968.6559255281,67169.5098971920,332.3002253797,415.1391217379,90.6706035122
人力仲介業,人力仲介業,20936.0000000000,39523.0000000000,35138.0000000000,165.9000000000,163.0000000000,2018,12,10,tsic10_2016_2020,0.0026580327,215.5705521472,238.2338758288,38753.4643411249,43589.6514074301,237.7513149762,262.7465425403,90.6706035122
人力供應業,人力供應業,126808.0000000000,38190.0000000000,35131.0000000000,166.5000000000,160.2000000000,2018,12,10,tsic10_2016_2020,0.0160995325,219.2946317104,229.3693693694,38745.7440881114,42119.4946550049,241.8585773290,252.9699378679,90.6706035122
保全及偵探業,保全及偵探業,87657.0000000000,34598.0000000000,30510.0000000000,217.0000000000,198.5000000000,2018,12,10,tsic10_2016_2020,0.0111289250,153.7027707809,159.4377880184,33649.2742059230,38157.9019657989,169.5177541860,175.8428662018,90.6706035122
其他教育及教育輔助業,其他教育及教育輔助業,70622.0000000000,26033.0000000000,24597.0000000000,131.4000000000,130.7000000000,2018,12,10,tsic10_2016_2020,0.0089661629,188.1943381790,198.1202435312,27127.8661961025,28711.6209571548,207.5582723497,218.5054867363,90.6706035122
建築物及綠化服務業,建築物及綠化服務業,88372.0000000000,31695.0000000000,30043.0000000000,171.5000000000,166.5000000000,2018,12,10,tsic10_2016_2020,0.0112197013,180.4384384384,184.8104956268,33134.2230405947,34956.2027517774,199.0043425862,203.8262551124,90.6706035122
旅行及相關服務業,旅行及相關服務業,31915.0000000000,45921.0000000000,39126.0000000000,165.2000000000,164.0000000000,2018,12,10,tsic10_2016_2020,0.0040519256,238.5731707317,277.9721549637,43151.8027722367,50645.9626617564,263.1207486112,306.5736238605,90.6706035122
租賃業,租賃業,19212.0000000000,39647.0000000000,34136.0000000000,167.0000000000,164.2000000000,2018,12,10,tsic10_2016_2020,0.0024391538,207.8928136419,237.4071856287,37648.3652669088,43726.4101750976,229.2835887144,261.8347914677,90.6706035122
行政支援服務業,行政支援服務業,19247.0000000000,47000.0000000000,41046.0000000000,164.1000000000,160.4000000000,2018,12,10,tsic10_2016_2020,0.0024435974,255.8977556110,286.4107251676,45269.3578845072,51835.9845191209,282.2279169857,315.8804662957,90.6706035122
創作及藝術表演業,創作及藝術表演業,10821.0000000000,43713.0000000000,39029.0000000000,149.7000000000,148.5000000000,2018,13,10,tsic10_2016_2020,0.0013738332,262.8215488215,292.0040080160,43044.8221233356,48210.7742826454,289.8641220427,322.0492604051,90.6706035122
運動娛樂及休閒服務業,運動、娛樂及休閒服務業,59429.0000000000,37837.0000000000,35559.0000000000,164.4000000000,162.1000000000,2018,13,10,tsic10_2016_2020,0.0075451006,219.3645897594,230.1520681265,39217.7824152217,41730.1733244676,241.9357335917,253.8331710734,90.6706035122
醫療保健業,醫療保健業,368226.0000000000,67014.0000000000,54457.0000000000,165.5000000000,161.9000000000,2018,13,10,tsic10_2016_2020,0.0467499405,336.3619518221,404.9184290030,60060.2597650589,73909.2907779653,370.9713388824,446.5818173895,90.6706035122
個人及家庭用品維修業,個人及家庭用品維修業,41580.0000000000,40108.0000000000,32992.0000000000,173.4000000000,169.5000000000,2018,14,10,tsic10_2016_2020,0.0052789931,194.6430678466,231.3033448674,36386.6553458476,44234.8439807001,214.6705330139,255.1029064631,90.6706035122
其他個人服務業,其他個人服務業,29369.0000000000,36186.0000000000,32758.0000000000,171.4000000000,168.6000000000,2018,14,10,tsic10_2016_2020,0.0037286857,194.2941874259,211.1201866978,36128.5783165396,39909.2965065726,214.2857551396,232.8430367945,90.6706035122
美髮及美容美體業,美髮及美容美體業,42355.0000000000,29072.0000000000,27781.0000000000,186.8000000000,186.0000000000,2018,14,10,tsic10_2016_2020,0.0053773871,149.3602150538,155.6316916488,30639.4784239510,32063.3136582954,164.7283786234,171.6451480637,90.6706035122
石油及天然氣礦業,石油及天然氣礦業,1354.0000000000,91103.0000000000,59796.0000000000,172.2000000000,161.8000000000,2019,1,10,tsic10_2016_2020,0.0001699597,369.5673671199,529.0534262485,65581.8593784439,99918.1238703990,405.3266957877,580.2446217793,91.1776527331
砂石採取及其他礦業,砂、石採取及其他礦業,2112.0000000000,35732.0000000000,32361.0000000000,166.4000000000,163.9000000000,2019,1,10,tsic10_2016_2020,0.0002651070,197.4435631483,214.7355769231,35492.2495040776,39189.4273749174,216.5481970963,235.5133856666,91.1776527331
其他化學製品製造業,其他化學製品製造業,53459.0000000000,58626.0000000000,47237.0000000000,171.4000000000,161.5000000000,2019,2,10,tsic10_2016_2020,0.0067103959,292.4891640867,342.0420070012,51807.6508706194,64298.6502093895,320.7904078676,375.1379825519,91.1776527331
其他製造業,其他製造業,85925.0000000000,43024.0000000000,35950.0000000000,172.5000000000,161.0000000000,2019,2,10,tsic10_2016_2020,0.0107856632,223.2919254658,249.4144927536,39428.5210491514,47187.0011020498,244.8976462680,273.5478324757,91.1776527331
其他運輸工具及其零件製造業,其他運輸工具及其零件製造業,76181.0000000000,49707.0000000000,39390.0000000000,176.2000000000,159.2000000000,2019,2,10,tsic10_2016_2020,0.0095625558,247.4246231156,282.1055618615,43201.3753581662,54516.6480052898,271.3654231041,309.4020885658,91.1776527331
化學原材料肥料氮化合物,化學原材料、肥料、氮化合物、,68735.0000000000,76516.0000000000,52849.0000000000,176.5000000000,162.9000000000,2019,2,10,tsic10_2016_2020,0.0086279030,324.4260282382,433.5184135977,57962.6678421865,83919.6861362134,355.8174821497,475.4656438312,91.1776527331
印刷及資料儲存媒體複製業,印刷及資料儲存媒體複製業,58108.0000000000,38888.0000000000,32640.0000000000,171.2000000000,160.1000000000,2019,2,10,tsic10_2016_2020,0.0072939577,203.8725796377,227.1495327103,35798.2455366983,42650.8018514437,223.5992850512,249.1285154874,91.1776527331
基本金屬製造業,基本金屬製造業,112877.0000000000,58327.0000000000,41577.0000000000,178.3000000000,160.7000000000,2019,2,10,tsic10_2016_2020,0.0141687903,258.7243310516,327.1284352215,45599.9894203218,63970.7189772978,283.7584904812,358.7813739613,91.1776527331
塑膠製品製造業,塑膠製品製造業,139903.0000000000,41625.0000000000,34264.0000000000,172.8000000000,160.2000000000,2019,2,10,tsic10_2016_2020,0.0175612062,213.8826466916,240.8854166667,37579.3837337448,45652.6338990522,234.5779259285,264.1934832121,91.1776527331
家具製造業,家具製造業,29758.0000000000,33114.0000000000,28668.0000000000,168.7000000000,158.3000000000,2019,2,10,tsic10_2016_2020,0.0037353479,181.0991787745,196.2892708951,31441.9149217545,36318.1097641613,198.6223305228,215.2822155552,91.1776527331
成衣及服飾品製造業,成衣及服飾品製造業,39981.0000000000,36763.0000000000,31948.0000000000,167.6000000000,161.3000000000,2019,2,10,tsic10_2016_2020,0.0050185813,198.0657160570,219.3496420048,35039.2876350011,40320.1869076482,217.2305495040,240.5739075635,91.1776527331
木竹製品製造業,木竹製品製造業,16806.0000000000,35579.0000000000,30885.0000000000,178.6000000000,164.9000000000,2019,2,10,tsic10_2016_2020,0.0021095590,187.2953305033,199.2105263158,33873.4317831166,39021.6230989641,205.4180217290,218.4861315731,91.1776527331
機械設備製造業,機械設備製造業,240775.0000000000,43494.0000000000,33703.0000000000,171.5000000000,159.5000000000,2019,2,10,tsic10_2016_2020,0.0302230790,211.3040752351,253.6093294461,36964.1013885828,47702.4782896187,231.7498519660,278.1485614555,91.1776527331
橡膠製品製造業,橡膠製品製造業,40190.0000000000,43177.0000000000,33497.0000000000,181.6000000000,160.2000000000,2019,2,10,tsic10_2016_2020,0.0050448159,209.0948813983,237.7588105727,36738.1688340313,47354.8053780031,229.3268965920,260.7643467952,91.1776527331
汽車及其零件製造業,汽車及其零件製造業,84768.0000000000,48141.0000000000,37256.0000000000,174.6000000000,158.3000000000,2019,2,10,tsic10_2016_2020,0.0106404318,235.3506001263,275.7216494845,40860.8895746088,52799.1218867093,258.1231179697,302.4004689960,91.1776527331
產業用機械設備維修及安裝業,產業用機械設備維修及安裝業,46507.0000000000,53426.0000000000,43265.0000000000,172.9000000000,164.1000000000,2019,2,10,tsic10_2016_2020,0.0058377520,263.6502132846,308.9994216310,47451.3202556756,58595.4983469253,289.1610009487,338.8981974952,91.1776527331
皮革毛皮及其製品製造業,皮革、毛皮及其製品製造業,22236.0000000000,45863.0000000000,35560.0000000000,169.9000000000,159.9000000000,2019,2,10,tsic10_2016_2020,0.0027911552,222.3889931207,269.9411418481,39000.7846594666,50300.7026669606,243.9073462130,296.0606395936,91.1776527331
石油及煤製品製造業,石油及煤製品製造業,11617.0000000000,91255.0000000000,62094.0000000000,176.5000000000,159.5000000000,2019,2,10,tsic10_2016_2020,0.0014582141,389.3040752351,517.0254957507,68102.2137976637,100084.8313863787,426.9731272581,567.0528690446,91.1776527331
紙漿紙及紙製品製造業,紙漿、紙及紙製品製造業,49491.0000000000,39484.0000000000,32809.0000000000,177.2000000000,163.8000000000,2019,2,10,tsic10_2016_2020,0.0062123161,200.2991452991,222.8216704289,35983.5979722284,43304.4707956800,219.6800853005,244.3818893661,91.1776527331
紡織業,紡織業,103262.0000000000,41529.0000000000,34824.0000000000,182.0000000000,164.1000000000,2019,2,10,tsic10_2016_2020,0.0129618756,212.2120658135,228.1813186813,38193.5693189332,45547.3449415914,232.7456996888,250.2601370417,91.1776527331
藥品及醫用化學製品製造業,藥品及醫用化學製品製造業,32757.0000000000,51519.0000000000,39599.0000000000,173.1000000000,161.7000000000,2019,2,10,tsic10_2016_2020,0.0041117948,244.8917748918,297.6256499133,43430.5981926383,56503.9770773639,268.5874965531,326.4238999270,91.1776527331
金屬製品製造業,金屬製品製造業,343743.0000000000,38349.0000000000,32154.0000000000,170.0000000000,159.2000000000,2019,2,10,tsic10_2016_2020,0.0431480505,201.9723618090,225.5823529412,35265.2201895526,42059.6482256998,221.5152021957,247.4096954453,91.1776527331
電力設備及配備製造業,電力設備及配備製造業,124412.0000000000,45710.0000000000,35111.0000000000,173.5000000000,160.6000000000,2019,2,10,tsic10_2016_2020,0.0156167115,218.6239103362,263.4582132565,38508.3394313423,50132.8983910073,239.7779541179,288.9504230029,91.1776527331
電子零組件製造業,電子零組件製造業,627738.0000000000,71846.0000000000,45370.0000000000,180.9000000000,161.5000000000,2019,2,10,tsic10_2016_2020,0.0787962836,280.9287925697,397.1586511885,49760.0000000000,78797.8170597311,308.1114551084,435.5877117730,91.1776527331
電腦電子產品及光學製品製造業,電腦、電子產品及光學製品製造業,225419.0000000000,76888.0000000000,47570.0000000000,170.5000000000,161.2000000000,2019,2,10,tsic10_2016_2020,0.0282955301,295.0992555831,450.9560117302,52172.8719418118,84327.6808463743,323.6530517482,494.5905034978,91.1776527331
