industry,industry_name,employees,total_monthly,regular_monthly,total_hours,regular_hours,year,table_group,tsic_version,regime,employment_share,regular_hourly,total_hourly,real_regular_monthly,real_total_monthly,real_regular_hourly,real_total_hourly,cpi_2024_100
其他運輸工具及其零件製造業,其他運輸工具及其零件製造業,77310.0000000000,52454.0000000000,40967.0000000000,173.7000000000,156.1000000000,2023,2,11,tsic11_2021_2024,0.0091783920,262.4407431134,301.9804260219,41860.3371796391,53597.8257236504,268.1635950009,308.5654906370,97.8659102152
化學材料及肥料製造業,化學材料及肥料製造業,67422.0000000000,78682.0000000000,55886.0000000000,176.1000000000,161.8000000000,2023,2,11,tsic11_2021_2024,0.0080044696,345.4017305315,446.8029528677,57104.6648185444,80397.7603917387,352.9336515361,456.5460556033,97.8659102152
印刷及資料儲存媒體複製業,印刷及資料儲存媒體複製業,55113.0000000000,41821.0000000000,34698.0000000000,171.6000000000,160.1000000000,2023,2,11,tsic11_2021_2024,0.0065431215,216.7270455965,243.7121212121,35454.6337163843,42732.9597283102,221.4530525695,249.0265718433,97.8659102152
基本金屬製造業,基本金屬製造業,111609.0000000000,59953.0000000000,43821.0000000000,179.1000000000,159.2000000000,2023,2,11,tsic11_2021_2024,0.0132504354,275.2575376884,334.7459519821,44776.5722544722,61260.3508904948,281.2598759703,342.0455102764,97.8659102152
塑膠製品製造業,塑膠製品製造業,136149.0000000000,46151.0000000000,37670.0000000000,178.2000000000,159.8000000000,2023,2,11,tsic11_2021_2024,0.0161638714,235.7321652065,258.9842873176,38491.4419302610,47157.3808474509,240.8726028177,264.6317668207,97.8659102152
家具製造業,家具製造業,31491.0000000000,36836.0000000000,30523.0000000000,171.4000000000,156.2000000000,2023,2,11,tsic11_2021_2024,0.0037386721,195.4097311140,214.9124854142,31188.5925680212,37639.2555068515,199.6708871192,219.5989236106,97.8659102152
成衣及服飾品製造業,成衣及服飾品製造業,32592.0000000000,41379.0000000000,33771.0000000000,170.8000000000,163.0000000000,2023,2,11,tsic11_2021_2024,0.0038693850,207.1840490798,242.2658079625,34507.4193105082,42281.3213600284,211.7019589602,247.5487199065,97.8659102152
木竹製品製造業,木竹製品製造業,14578.0000000000,38905.0000000000,34045.0000000000,175.2000000000,162.6000000000,2023,2,11,tsic11_2021_2024,0.0017307282,209.3788437884,222.0605022831,34787.3942265924,39753.3726651661,213.9446139397,226.9028120158,97.8659102152
機械設備製造業,機械設備製造業,242931.0000000000,46629.0000000000,35777.0000000000,167.2000000000,156.9000000000,2023,2,11,tsic11_2021_2024,0.0288412360,228.0242192479,278.8815789474,36557.1626742487,47645.8042412036,232.9965753617,284.9629440263,97.8659102152
橡膠製品製造業,橡膠製品製造業,39824.0000000000,44333.0000000000,35616.0000000000,178.4000000000,159.9000000000,2023,2,11,tsic11_2021_2024,0.0047279820,222.7392120075,248.5033632287,36392.6518658927,45299.7370611697,227.5963218630,253.9222929438,97.8659102152
汽車及其零件製造業,汽車及其零件製造業,82860.0000000000,50621.0000000000,39304.0000000000,173.6000000000,156.0000000000,2023,2,11,tsic11_2021_2024,0.0098372987,251.9487179487,291.5956221198,40161.0733641354,51724.8548434230,257.4427779752,297.9542329690,97.8659102152
產業用機械設備維修及安裝業,產業用機械設備維修及安裝業,51879.0000000000,68389.0000000000,51054.0000000000,170.0000000000,159.8000000000,2023,2,11,tsic11_2021_2024,0.0061591748,319.4868585732,402.2882352941,52167.2969553370,69880.3085258461,326.4536730622,411.0606383873,97.8659102152
皮革毛皮及其製品製造業,皮革、毛皮及其製品製造業,17961.0000000000,45997.0000000000,38037.0000000000,167.9000000000,159.4000000000,2023,2,11,tsic11_2021_2024,0.0021323645,238.6260978670,273.9547349613,38866.4448288117,47000.0226829365,243.8296413351,279.9286639841,97.8659102152
石油及煤製品製造業,石油及煤製品製造業,11315.0000000000,97591.0000000000,65355.0000000000,178.2000000000,161.1000000000,2023,2,11,tsic11_2021_2024,0.0013433386,405.6797020484,547.6487093154,66780.1483236583,99719.0950203372,414.5260603579,559.5908811467,97.8659102152
紙漿紙及紙製品製造業,紙漿、紙及紙製品製造業,49269.0000000000,43985.0000000000,35925.0000000000,173.4000000000,159.7000000000,2023,2,11,tsic11_2021_2024,0.0058493105,224.9530369443,253.6620530565,36708.3900011847,44944.1484816175,229.8584220487,259.1934745191,97.8659102152
紡織業,紡織業,90228.0000000000,41835.0000000000,36528.0000000000,171.2000000000,161.3000000000,2023,2,11,tsic11_2021_2024,0.0107120419,226.4600123993,244.3633177570,37324.5391778225,42747.2650159934,231.3982590070,249.6919685514,97.8659102152
藥品及醫用化學製品製造業,藥品及醫用化學製品製造業,34963.0000000000,57343.0000000000,43684.0000000000,172.3000000000,160.4000000000,2023,2,11,tsic11_2021_2024,0.0041508747,272.3441396509,332.8090539756,44636.5847964301,58593.4365438534,278.2829476087,340.0663757624,97.8659102152
金屬製品製造業,金屬製品製造業,363933.0000000000,41032.0000000000,34417.0000000000,167.8000000000,157.1000000000,2023,2,11,tsic11_2021_2024,0.0432068264,219.0770210057,244.5292014303,35167.5061564586,41926.7545867393,223.8542721608,249.8614695276,97.8659102152
電力設備及配備製造業,電力設備及配備製造業,126925.0000000000,52110.0000000000,38971.0000000000,174.8000000000,158.0000000000,2023,2,11,tsic11_2021_2024,0.0150687804,246.6518987342,298.1121281465,39820.8118785294,53246.3243691506,252.0304549274,304.6128396404,97.8659102152
電子零組件製造業,電子零組件製造業,636024.0000000000,94690.0000000000,53618.0000000000,181.5000000000,160.3000000000,2023,2,11,tsic11_2021_2024,0.0755099938,334.4853399875,521.7079889807,54787.2082138767,96754.8350511393,341.7792153080,533.0844906399,97.8659102152
電腦電子產品及光學製品製造業,電腦、電子產品及光學製品製造業,246296.0000000000,89313.0000000000,50917.0000000000,172.9000000000,160.3000000000,2023,2,11,tsic11_2021_2024,0.0292407353,317.6356830942,516.5587044534,52027.3094972949,91260.5827745528,324.5621303637,527.8229194595,97.8659102152
非金屬礦物製品製造業,非金屬礦物製品製造業,68969.0000000000,49472.0000000000,37575.0000000000,176.8000000000,161.2000000000,2023,2,11,tsic11_2021_2024,0.0081881325,233.0955334988,279.8190045249,38394.3703352683,50550.7994471429,238.1784760252,285.9208113526,97.8659102152
食品及飼品製造業,食品及飼品製造業,146772.0000000000,46526.0000000000,38229.0000000000,177.7000000000,160.1000000000,2023,2,11,tsic11_2021_2024,0.0174250544,238.7820112430,261.8232976927,39062.6316313233,47540.5581961063,243.9889545991,267.5326854030,97.8659102152
飲料及菸草製造業,飲料及菸草製造業,14462.0000000000,60889.0000000000,46128.0000000000,175.9000000000,163.5000000000,2023,2,11,tsic11_2021_2024,0.0017169565,282.1284403670,346.1569073337,47133.8793034001,62216.7615527386,288.2806073602,353.7052959223,97.8659102152
氣體燃料供應業,氣體燃料供應業,5806.0000000000,76491.0000000000,51032.0000000000,169.4000000000,163.4000000000,2023,3,11,tsic11_2021_2024,0.0006892995,312.3133414933,451.5407319953,52144.8172175493,78158.9828693283,319.1237283816,461.3871479890,97.8659102152
電力供應業,電力供應業,30128.0000000000,100470.0000000000,68762.0000000000,179.7000000000,166.2000000000,2023,3,11,tsic11_2021_2024,0.0035768542,413.7304452467,559.0984974958,70261.4422619753,102660.8752517474,422.7523601804,571.2903464204,97.8659102152
廢棄物清除業,廢棄物清除業,12857.0000000000,37687.0000000000,32886.0000000000,171.9000000000,165.4000000000,2023,4,11,tsic11_2021_2024,0.0015264078,198.8270858525,219.2379290285,33603.1207676816,38508.8126367334,203.1627615942,224.0186889862,97.8659102152
廢棄物處理業,廢棄物處理業,7375.0000000000,43243.0000000000,35257.0000000000,169.9000000000,161.7000000000,2023,4,11,tsic11_2021_2024,0.0008755742,218.0395794682,254.5203060624,36025.8234174466,44185.9682344114,222.7942079001,260.0704428158,97.8659102152
廢水及污水處理業,廢水及污水處理業,3704.0000000000,39703.0000000000,34516.0000000000,168.8000000000,165.1000000000,2023,4,11,tsic11_2021_2024,0.0004397460,209.0611750454,235.2073459716,35268.6649765036,40568.7740631047,213.6200180285,240.3363392364,97.8659102152
用水供應業,用水供應業,6330.0000000000,79967.0000000000,57184.0000000000,165.9000000000,163.6000000000,2023,4,11,tsic11_2021_2024,0.0007515098,349.5354523227,482.0192887281,58430.9693480235,81710.7814397978,357.1575143522,492.5303281483,97.8659102152
資源物回收處理及污染整治業,資源物回收處理及污染整治業,9057.0000000000,40305.0000000000,34944.0000000000,165.3000000000,159.0000000000,2023,4,11,tsic11_2021_2024,0.0010752645,219.7735849057,243.8294010889,35705.9980571022,41183.9014334794,224.5660255164,249.1464091560,97.8659102152
其他專門營造業,其他專門營造業,168016.0000000000,44826.0000000000,41290.0000000000,164.0000000000,161.0000000000,2023,5,11,tsic11_2021_2024,0.0199471830,256.4596273292,273.3292682927,42190.3806026142,45803.4875488686,262.0520534324,279.2895582248,97.8659102152
土木工程業,土木工程業,84638.0000000000,50865.0000000000,42163.0000000000,168.9000000000,164.0000000000,2023,5,11,tsic11_2021_2024,0.0100483863,257.0914634146,301.1545293073,43082.4174702839,51974.1755716147,262.6976675017,307.7215842014,97.8659102152
建築工程業,建築工程業,88218.0000000000,60446.0000000000,48345.0000000000,167.6000000000,161.3000000000,2023,5,11,tsic11_2021_2024,0.0104734108,299.7210167390,360.6563245823,49399.2237886506,61764.1013781937,306.2568120809,368.5208912780,97.8659102152
機電管道及其他建築設備安裝業,機電、管道及其他建築設備安裝業,144504.0000000000,47376.0000000000,40352.0000000000,165.8000000000,161.6000000000,2023,5,11,tsic11_2021_2024,0.0171557931,249.7029702970,285.7418576598,41231.9263278443,48409.0935197252,255.1480589594,291.9728197812,97.8659102152
批發業,批發業,1049183.0000000000,53846.0000000000,46806.0000000000,163.0000000000,160.6000000000,2023,6,11,tsic11_2021_2024,0.1245610257,291.4445828144,330.3435582822,47826.6639497690,55020.1800418592,297.7999000608,337.5471168212,97.8659102152
零售業,零售業,654047.0000000000,46849.0000000000,40310.0000000000,163.6000000000,158.7000000000,2023,6,11,tsic11_2021_2024,0.0776497190,254.0012602394,286.3630806846,41189.0104647948,47870.6016190815,259.5400785431,292.6075893587,97.8659102152
倉儲業,倉儲業,17175.0000000000,60393.0000000000,46359.0000000000,170.4000000000,159.6000000000,2023,7,11,tsic11_2021_2024,0.0020390491,290.4699248120,354.4190140845,47369.9165501718,61709.9456462504,296.8039884096,362.1475683465,97.8659102152
公共汽車客運業,公共汽車客運業,19152.0000000000,59631.0000000000,48761.0000000000,198.4000000000,166.7000000000,2023,7,11,tsic11_2021_2024,0.0022737623,292.5074985003,300.5594758065,49824.2951940923,60931.3292737827,298.8859939658,307.1135548074,97.8659102152
其他汽車客運業,其他汽車客運業,10697.0000000000,33959.0000000000,32187.0000000000,164.7000000000,162.6000000000,2023,7,11,tsic11_2021_2024,0.0012699684,197.9520295203,206.1870066788,32888.8781897879,34699.5188879675,202.2686235534,210.6831747903,97.8659102152
其他運輸輔助業,其他運輸輔助業,70696.0000000000,50626.0000000000,41773.0000000000,166.0000000000,160.9000000000,2023,7,11,tsic11_2021_2024,0.0083931652,259.6208825357,304.9759036145,42683.9130276823,51729.9638747384,265.2822438016,311.6262884020,97.8659102152
汽車貨運業,汽車貨運業,71490.0000000000,39888.0000000000,34750.0000000000,168.3000000000,162.0000000000,2023,7,11,tsic11_2021_2024,0.0084874304,214.5061728395,237.0053475936,35507.7676420645,40757.8082217747,219.1837508769,242.1735485548,97.8659102152
海洋水運業,海洋水運業,8698.0000000000,141656.0000000000,81451.0000000000,165.9000000000,162.9000000000,2023,7,11,tsic11_2021_2024,0.0010326433,500.0061387354,853.8637733574,83227.1419342100,144744.9880030012,510.9094041388,872.4833514346,97.8659102152
港埠業,港埠業,2115.0000000000,96111.0000000000,66051.0000000000,167.9000000000,161.2000000000,2023,7,11,tsic11_2021_2024,0.0002510969,409.7456575682,572.4300178678,67491.3254827627,98206.8217509774,418.6806791735,584.9125774329,97.8659102152
航空運輸業,航空運輸業,23602.0000000000,104715.0000000000,80731.0000000000,166.1000000000,162.2000000000,2023,7,11,tsic11_2021_2024,0.0028020749,497.7250308261,630.4334738110,82491.4414247917,106998.4428385262,508.5785537903,644.1808719959,97.8659102152
遞送服務業,遞送服務業,16934.0000000000,67070.0000000000,53824.0000000000,187.0000000000,170.0000000000,2023,7,11,tsic11_2021_2024,0.0020104371,316.6117647059,358.6631016043,54997.7003040714,68532.5460648422,323.5158841416,366.4842035553,97.8659102152
郵政業,郵政業,25508.0000000000,82431.0000000000,57132.0000000000,163.5000000000,161.8000000000,2023,7,11,tsic11_2021_2024,0.0030283589,353.1025957973,504.1651376147,58377.8354223433,84228.5120720294,360.8024438958,515.1590952418,97.8659102152
鐵路及捷運運輸業,鐵路及捷運運輸業,30659.0000000000,73896.0000000000,52348.0000000000,176.8000000000,160.5000000000,2023,7,11,tsic11_2021_2024,0.0036398955,326.1557632399,417.9638009050,53489.5142597638,75507.3956166331,333.2680016185,427.0780295058,97.8659102152
住宿業,住宿業,88535.0000000000,39976.0000000000,35594.0000000000,163.5000000000,159.6000000000,2023,8,11,tsic11_2021_2024,0.0105110457,223.0200501253,244.5015290520,36370.1721281049,40847.7271729258,227.8832840107,249.8331937182,97.8659102152
其他餐飲業,其他餐飲業,80997.0000000000,42519.0000000000,38068.0000000000,162.2000000000,157.3000000000,2023,8,11,tsic11_2021_2024,0.0096161198,242.0089001907,262.1393341554,38898.1208229673,43446.1804999408,247.2862099362,267.8556134398,97.8659102152
餐館,餐館,348411.0000000000,35945.0000000000,32621.0000000000,160.0000000000,154.4000000000,2023,8,11,tsic11_2021_2024,0.0413640247,211.2759067358,224.6562500000,33332.3421079651,36728.8261264463,215.8830447407,229.5551632903,97.8659102152
出版業,出版業,35979.0000000000,64003.0000000000,56263.0000000000,165.1000000000,161.3000000000,2023,9,11,tsic11_2021_2024,0.0042714961,348.8096714197,387.6620230164,57489.8857797259,65398.6662559728,356.4159068799,396.1154830768,97.8659102152
廣播電視節目編排及傳播業,廣播、電視節目編排及傳播業,16874.0000000000,52669.0000000000,45063.0000000000,163.4000000000,162.2000000000,2023,9,11,tsic11_2021_2024,0.0020033138,277.8236744760,322.3317013464,46045.6556332188,53817.5140702128,283.8819706117,329.3605512253,97.8659102152
影片及電視節目業;聲音錄製及音樂發行業,影片及電視節目業；聲音錄製及音樂發行業,20559.0000000000,44763.0000000000,41013.0000000000,151.7000000000,151.0000000000,2023,9,11,tsic11_2021_2024,0.0024408041,271.6092715232,295.0758075148,41907.3402677408,45739.1137542945,277.5320547533,301.5103082023,97.8659102152
資訊服務業,資訊服務業,41390.0000000000,93076.0000000000,79449.0000000000,162.3000000000,160.7000000000,2023,9,11,tsic11_2021_2024,0.0049139005,494.3932794026,573.4812076402,81181.4857955219,95105.6397425266,505.1741493187,585.9866897260,97.8659102152
電信業,電信業,41625.0000000000,100569.0000000000,67839.0000000000,165.4000000000,160.1000000000,2023,9,11,tsic11_2021_2024,0.0049418001,423.7289194254,608.0350665054,69318.3150811515,102762.0340717924,432.9688637174,621.2940391281,97.8659102152
電腦程式設計諮詢及相關服務業,電腦程式設計、諮詢及相關服務業,121803.0000000000,83978.0000000000,70307.0000000000,161.8000000000,160.2000000000,2023,9,11,tsic11_2021_2024,0.0144606867,438.8701622971,519.0234857849,71840.1329384354,85809.2463610157,448.4402805146,530.3414484612,97.8659102152
不動產經營及相關服務業,不動產經營及相關服務業,87478.0000000000,48490.0000000000,37816.0000000000,172.4000000000,168.3000000000,2023,10,11,tsic11_2021_2024,0.0103855566,224.6939988116,281.2645011601,38640.6256446709,49547.3856967974,229.5937352625,287.3978288677,97.8659102152
不動產開發業,不動產開發業,47621.0000000000,67915.0000000000,53921.0000000000,165.7000000000,162.9000000000,2023,10,11,tsic11_2021_2024,0.0056536568,331.0067526090,409.8672299336,55096.8155115903,69395.9723571457,338.2247729379,418.8049025778,97.8659102152
人身保險業,人身保險業,108595.0000000000,85045.0000000000,68484.0000000000,162.7000000000,161.1000000000,2023,10,11,tsic11_2021_2024,0.0128926075,425.1024208566,522.7105101414,69977.3801208388,86899.5136437231,434.3723160822,534.1088730407,97.8659102152
信用合作社,信用合作社,3933.0000000000,84302.0000000000,48854.0000000000,164.0000000000,163.0000000000,2023,10,11,tsic11_2021_2024,0.0004669333,299.7177914110,514.0365853659,49919.3231765589,86140.3115902539,306.2535164206,525.2458023796,97.8659102152
其他保險輔助業,其他保險輔助業,1051.0000000000,109746.0000000000,87415.0000000000,168.3000000000,165.3000000000,2023,10,11,tsic11_2021_2024,0.0001247767,528.8263762855,652.0855614973,89321.1944872250,112139.1501480867,540.3581033710,666.3051108027,97.8659102152
其他金融服務業,其他金融服務業,43636.0000000000,115551.0000000000,61746.0000000000,162.9000000000,161.1000000000,2023,10,11,tsic11_2021_2024,0.0051805499,383.2774674115,709.3370165746,63092.4495201990,118070.7355052719,391.6353166989,724.8050061711,97.8659102152
證券期貨及金融輔助業,證券期貨及金融輔助業,57628.0000000000,83807.0000000000,56696.0000000000,163.3000000000,161.8000000000,2023,10,11,tsic11_2021_2024,0.0068417071,350.4079110012,513.2088181261,57932.3278916400,85634.5174900288,358.0489980942,524.3999846297,97.8659102152
財產保險業,財產保險業,17744.0000000000,67229.0000000000,49440.0000000000,164.1000000000,161.2000000000,2023,10,11,tsic11_2021_2024,0.0021066018,306.6997518610,409.6831200488,50518.1016467243,68695.0132606721,313.3877273370,418.6167779444,97.8659102152
農會及漁會信用部,農會及漁會信用部,10549.0000000000,69748.0000000000,52664.0000000000,164.2000000000,163.3000000000,2023,10,11,tsic11_2021_2024,0.0012523976,322.4984690753,424.7746650426,53812.4050388974,71268.9432373731,329.5309555352,434.0374131387,97.8659102152
銀行業,銀行業,157918.0000000000,113463.0000000000,71945.0000000000,169.7000000000,162.5000000000,2023,10,11,tsic11_2021_2024,0.0187483290,442.7384615385,668.6093105480,73513.8515973621,115937.2040279588,452.3929329068,683.1891810722,97.8659102152
企業總管理機構及管理顧問業,企業總管理機構及管理顧問業,91746.0000000000,65577.0000000000,55150.0000000000,165.3000000000,162.9000000000,2023,11,11,tsic11_2021_2024,0.0108922618,338.5512584408,396.7150635209,56352.6154089168,67006.9893140623,345.9337962487,405.3659365642,97.8659102152
其他專業科學及技術服務業,其他專業、科學及技術服務業,22436.0000000000,55189.0000000000,48653.0000000000,162.0000000000,159.4000000000,2023,11,11,tsic11_2021_2024,0.0026636451,305.2258469260,340.6728395062,49713.9401176796,56392.4658531770,311.8816820432,348.1016410690,97.8659102152
專門設計業,專門設計業,23047.0000000000,68819.0000000000,62061.0000000000,162.8000000000,160.5000000000,2023,11,11,tsic11_2021_2024,0.0027361842,386.6728971963,422.7211302211,63414.3184930695,70319.6852189709,395.1047881188,431.9390983966,97.8659102152
廣告業及市場研究業,廣告業及市場研究業,44026.0000000000,51683.0000000000,46657.0000000000,162.4000000000,160.2000000000,2023,11,11,tsic11_2021_2024,0.0052268515,291.2421972534,318.2450738916,47674.4148165699,52810.0130948150,297.5931012270,325.1848096971,97.8659102152
建築工程服務及技術檢測,建築、工程服務及技術檢測、,77944.0000000000,69786.0000000000,57403.0000000000,164.3000000000,159.4000000000,2023,11,11,tsic11_2021_2024,0.0092536617,360.1191969887,424.7474132684,58654.7449196383,71307.7718753702,367.9720509388,434.0095671051,97.8659102152
會計服務業,會計服務業,29979.0000000000,68206.0000000000,54576.0000000000,168.8000000000,159.6000000000,2023,11,11,tsic11_2021_2024,0.0035591646,341.9548872180,404.0639810427,55766.0986139083,69693.3179797022,349.4116454506,412.8751065148,97.8659102152
法律服務業,法律服務業,17255.0000000000,64675.0000000000,49443.0000000000,162.3000000000,160.4000000000,2023,11,11,tsic11_2021_2024,0.0020485468,308.2481296758,398.4904497843,50521.1670655136,66085.3200647633,314.9698694857,407.1800373676,97.8659102152
研究發展服務業,研究發展服務業,37034.0000000000,87528.0000000000,69903.0000000000,159.8000000000,158.3000000000,2023,11,11,tsic11_2021_2024,0.0043967478,441.5855969678,547.7346683354,71427.3232081507,89436.6585949532,451.2149286680,559.6787146117,97.8659102152
人力仲介業,人力仲介業,21144.0000000000,38203.0000000000,35602.0000000000,163.0000000000,162.1000000000,2023,12,11,tsic11_2021_2024,0.0025102564,219.6298581123,234.3742331288,36378.3465782095,39036.0646684832,224.4191645787,239.4850593158,97.8659102152
人力供應業,人力供應業,121847.0000000000,39677.0000000000,36139.0000000000,167.3000000000,161.3000000000,2023,12,11,tsic11_2021_2024,0.0144659104,224.0483570986,237.1607890018,36927.0565414840,40542.2071002646,228.9340145163,242.3323795593,97.8659102152
保全及偵探業,保全及偵探業,104920.0000000000,38547.0000000000,34101.0000000000,211.4000000000,195.6000000000,2023,12,11,tsic11_2021_2024,0.0124563044,174.3404907975,182.3415326395,34844.6153773250,39387.5660229831,178.1422054055,186.3177200709,97.8659102152
學前教育,學前教育,80552.0000000000,38572.0000000000,33943.0000000000,157.7000000000,155.3000000000,2023,12,11,tsic11_2021_2024,0.0095632885,218.5640695428,244.5909955612,34683.1699877582,39413.1111795601,223.3301351433,249.9246111576,97.8659102152
建築物及綠化服務業,建築物及綠化服務業,114783.0000000000,35538.0000000000,33941.0000000000,167.1000000000,162.7000000000,2023,12,11,tsic11_2021_2024,0.0136272587,208.6109403811,212.6750448833,34681.1263752320,36312.9509773723,213.1599654286,217.3126928628,97.8659102152
教育輔助及其他教育業,教育輔助及其他教育業,77605.0000000000,28098.0000000000,25950.0000000000,133.2000000000,132.5000000000,2023,12,11,tsic11_2021_2024,0.0092134150,195.8490566038,210.9459459459,26515.8725269518,28710.7123800498,200.1197926562,215.5458887391,97.8659102152
旅行及其他相關服務業,旅行及其他相關服務業,24077.0000000000,43577.0000000000,40623.0000000000,160.0000000000,159.5000000000,2023,12,11,tsic11_2021_2024,0.0028584678,254.6896551724,272.3562500000,41508.8358251392,44527.2515262805,260.2434847971,278.2953220393,97.8659102152
租賃業,租賃業,19419.0000000000,43642.0000000000,36104.0000000000,166.2000000000,162.3000000000,2023,12,11,tsic11_2021_2024,0.0023054611,222.4522489217,262.5872442840,36891.2933222762,44593.6689333807,227.3031011847,268.3132908146,97.8659102152
行政支援服務業,行政支援服務業,29577.0000000000,47896.0000000000,42811.0000000000,167.0000000000,161.0000000000,2023,12,11,tsic11_2021_2024,0.0035114384,265.9068322981,286.8023952096,43744.5479287604,48940.4327765273,271.7052666383,293.0564836918,97.8659102152
創作及藝術表演業,創作及藝術表演業,16729.0000000000,44360.0000000000,40181.0000000000,153.6000000000,151.3000000000,2023,13,11,tsic11_2021_2024,0.0019860991,265.5717118308,288.8020833333,41057.1974568574,45327.3258302729,271.3628384459,295.0997775408,97.8659102152
社會工作服務業,社會工作服務業,96560.0000000000,35849.0000000000,30135.0000000000,169.3000000000,162.5000000000,2023,13,11,tsic11_2021_2024,0.0114637891,185.4461538462,211.7483756645,30792.1317379457,36630.7327251905,189.4900414643,216.3658164512,97.8659102152
運動娛樂及休閒服務業,運動、娛樂及休閒服務業,65922.0000000000,40784.0000000000,37632.0000000000,165.0000000000,161.3000000000,2023,13,11,tsic11_2021_2024,0.0078263868,233.3044017359,247.1757575758,38452.6132922640,41673.3466334952,238.3918988981,252.5657371727,97.8659102152
醫療保健業,醫療保健業,405894.0000000000,76288.0000000000,59720.0000000000,165.1000000000,161.3000000000,2023,13,11,tsic11_2021_2024,0.0481885171,370.2417854929,462.0714718353,61022.2700311969,77951.5561979228,378.3153752709,472.1475239123,97.8659102152
個人及家庭用品維修業,個人及家庭用品維修業,41048.0000000000,43394.0000000000,36368.0000000000,167.3000000000,164.6000000000,2023,14,11,tsic11_2021_2024,0.0048732976,220.9477521264,259.3783622236,37161.0501757296,44340.2609801366,225.7657969364,265.0344350277,97.8659102152
其他個人服務業,其他個人服務業,36615.0000000000,42735.0000000000,39339.0000000000,165.4000000000,163.1000000000,2023,14,11,tsic11_2021_2024,0.0043470033,241.1955855303,258.3736396614,40196.8365833432,43666.8906527663,246.4551599224,264.0078032211,97.8659102152
美髮及美容美體業,美髮及美容美體業,38136.0000000000,32502.0000000000,30824.0000000000,173.2000000000,172.3000000000,2023,14,11,tsic11_2021_2024,0.0045275793,178.8972721997,187.6558891455,31496.1562532085,33210.7471626585,182.7983531817,191.7479628329,97.8659102152
石油及天然氣礦業,石油及天然氣礦業,1339.0000000000,95042.0000000000,63391.0000000000,176.1000000000,165.5000000000,2024,1,11,tsic11_2021_2024,0.0001583273,383.0271903323,539.7047132311,63391.0000000000,95042.0000000000,383.0271903323,539.7047132311,100.0000000000
砂石採取及其他礦業,砂、石採取及其他礦業,1699.0000000000,39305.0000000000,33961.0000000000,159.2000000000,155.0000000000,2024,1,11,tsic11_2021_2024,0.0002008948,219.1032258065,246.8907035176,33961.0000000000,39305.0000000000,219.1032258065,246.8907035176,100.0000000000
其他化學製品製造業,其他化學製品製造業,53614.0000000000,62609.0000000000,48421.0000000000,172.4000000000,161.5000000000,2024,2,11,tsic11_2021_2024,0.0063394789,299.8204334365,363.1612529002,48421.0000000000,62609.0000000000,299.8204334365,363.1612529002,100.0000000000
其他製造業,其他製造業,83108.0000000000,48884.0000000000,39722.0000000000,169.8000000000,160.0000000000,2024,2,11,tsic11_2021_2024,0.0098269372,248.2625000000,287.8916372203,39722.0000000000,48884.0000000000,248.2625000000,287.8916372203,100.0000000000
其他運輸工具及其零件製造業,其他運輸工具及其零件製造業,74537.0000000000,53731.0000000000,41787.0000000000,176.2000000000,159.3000000000,2024,2,11,tsic11_2021_2024,0.0088134767,262.3163841808,304.9432463110,41787.0000000000,53731.0000000000,262.3163841808,304.9432463110,100.0000000000
化學材料及肥料製造業,化學材料及肥料製造業,65914.0000000000,78653.0000000000,56734.0000000000,174.2000000000,161.9000000000,2024,2,11,tsic11_2021_2024,0.0077938675,350.4261890056,451.5097588978,56734.0000000000,78653.0000000000,350.4261890056,451.5097588978,100.0000000000
印刷及資料儲存媒體複製業,印刷及資料儲存媒體複製業,54599.0000000000,42487.0000000000,35117.0000000000,170.4000000000,159.1000000000,2024,2,11,tsic11_2021_2024,0.0064559482,220.7228158391,249.3368544601,35117.0000000000,42487.0000000000,220.7228158391,249.3368544601,100.0000000000
基本金屬製造業,基本金屬製造業,111587.0000000000,59967.0000000000,45140.0000000000,181.5000000000,161.6000000000,2024,2,11,tsic11_2021_2024,0.0131943789,279.3316831683,330.3966942149,45140.0000000000,59967.0000000000,279.3316831683,330.3966942149,100.0000000000
塑膠製品製造業,塑膠製品製造業,132550.0000000000,47949.0000000000,38850.0000000000,179.3000000000,160.8000000000,2024,2,11,tsic11_2021_2024,0.0156731064,241.6044776119,267.4233128834,38850.0000000000,47949.0000000000,241.6044776119,267.4233128834,100.0000000000
家具製造業,家具製造業,31358.0000000000,36731.0000000000,31601.0000000000,166.0000000000,156.2000000000,2024,2,11,tsic11_2021_2024,0.0037078632,202.3111395647,221.2710843373,31601.0000000000,36731.0000000000,202.3111395647,221.2710843373,100.0000000000
成衣及服飾品製造業,成衣及服飾品製造業,31800.0000000000,42675.0000000000,34612.0000000000,172.8000000000,166.0000000000,2024,2,11,tsic11_2021_2024,0.0037601266,208.5060240964,246.9618055556,34612.0000000000,42675.0000000000,208.5060240964,246.9618055556,100.0000000000
木竹製品製造業,木竹製品製造業,14586.0000000000,40741.0000000000,35217.0000000000,172.7000000000,159.0000000000,2024,2,11,tsic11_2021_2024,0.0017246920,221.4905660377,235.9061957151,35217.0000000000,40741.0000000000,221.4905660377,235.9061957151,100.0000000000
機械設備製造業,機械設備製造業,240818.0000000000,48843.0000000000,36996.0000000000,170.1000000000,159.1000000000,2024,2,11,tsic11_2021_2024,0.0284750369,232.5329981144,287.1428571429,36996.0000000000,48843.0000000000,232.5329981144,287.1428571429,100.0000000000
