year,industry_code,industry,employees,total_monthly,regular_monthly,total_hours,regular_hours,source_release,tsic_version,employment_share,regular_hourly,total_hourly,real_regular_monthly,real_total_monthly,real_regular_hourly,real_total_hourly,cpi_2024_100
2001,C,manufacturing,2348451.0000000000,38420.0000000000,31308.0000000000,184.4000000000,170.4000000000,2019,10,0.4108213853,183.7323943662,208.3514099783,41203.8554687500,50563.8216145833,241.8066635490,274.2072755672,75.9831808063
2001,D,electricity_gas,29147.0000000000,97399.0000000000,61028.0000000000,173.0000000000,165.4000000000,2019,10,0.0050987697,368.9721886336,563.0000000000,80317.7747395833,128184.9469401042,485.5971870591,740.9534505208,75.9831808063
2001,E,water_waste,22153.0000000000,46002.0000000000,37691.0000000000,183.5000000000,180.0000000000,2019,10,0.0038752889,209.3944444444,250.6920980926,49604.3987630208,60542.3457031250,275.5799931279,329.9310392541,75.9831808063
2001,F,construction,402459.0000000000,37746.0000000000,34469.0000000000,180.8000000000,173.5000000000,2019,10,0.0704033271,198.6685878963,208.7721238938,45363.9866536458,49676.7832031250,261.4639000210,274.7609690438,75.9831808063
2001,G,wholesale_retail,1350327.0000000000,39775.0000000000,33627.0000000000,178.2000000000,173.5000000000,2019,10,0.2362166418,193.8155619597,223.2042648709,44255.8466796875,52347.1110026042,255.0769261077,293.7548316644,75.9831808063
2001,H,transportation_storage,272066.0000000000,48019.0000000000,38094.0000000000,181.6000000000,175.0000000000,2019,10,0.0475932992,217.6800000000,264.4218061674,50134.7792968750,63196.8805338542,286.4844531250,348.0004434684,75.9831808063
2001,I,accommodation_food,148555.0000000000,25973.0000000000,22978.0000000000,175.6000000000,174.3000000000,2019,10,0.0259871596,131.8301778543,147.9100227790,30240.9029947917,34182.5647786458,173.4991565966,194.6615306301,75.9831808063
2001,J,information_communication,156317.0000000000,62100.0000000000,48682.0000000000,166.2000000000,163.6000000000,2019,10,0.0273449889,297.5672371638,373.6462093863,64069.4420572917,81728.6132812500,391.6225064627,491.7485756995,75.9831808063
2001,K,finance_insurance,359652.0000000000,62657.0000000000,46212.0000000000,166.2000000000,161.9000000000,2019,10,0.0629149737,285.4354539839,376.9975932611,60818.7226562500,82461.6702473958,375.6561004092,496.1592674332,75.9831808063
2001,L,real_estate,61679.0000000000,42277.0000000000,36362.0000000000,172.4000000000,169.4000000000,2019,10,0.0107896874,214.6517119244,245.2262180974,47855.3274739583,55639.9449869792,282.4989815464,322.7374999245,75.9831808063
2001,M,professional_scientific,155053.0000000000,48812.0000000000,41295.0000000000,175.8000000000,169.6000000000,2019,10,0.0271238737,243.4846698113,277.6564277588,54347.5537109375,64240.5325520833,320.4454817862,365.4182739026,75.9831808063
2001,N,support_services,114209.0000000000,35579.0000000000,31488.0000000000,187.0000000000,181.3000000000,2019,10,0.0199789136,173.6789851076,190.2620320856,41440.7500000000,46824.8362630208,228.5755653613,250.4001939199,75.9831808063
2001,Q,health_social,182598.0000000000,54484.0000000000,45373.0000000000,178.0000000000,174.4000000000,2019,10,0.0319424009,260.1662844037,306.0898876404,59714.5309244792,71705.3424479167,342.3998332826,402.8390025164,75.9831808063
2001,R,arts_recreation,29016.0000000000,28338.0000000000,26196.0000000000,191.5000000000,188.2000000000,2019,10,0.0050758535,139.1923485654,147.9791122715,34476.0507812500,37295.0957031250,183.1883675943,194.7524579798,75.9831808063
2001,S,other_services,76366.0000000000,29927.0000000000,27194.0000000000,199.9000000000,198.5000000000,2019,10,0.0133589272,136.9974811083,149.7098549275,35789.4993489583,39386.3479817708,180.2997448310,197.0302550364,75.9831808063
2002,B,mining,7833.0000000000,44804.0000000000,38888.0000000000,188.3000000000,183.4000000000,2019,10,0.0013863211,212.0392584515,237.9394583112,51280.4261295879,59081.6758977077,279.6097389836,313.7635469873,75.8340032154
2002,C,manufacturing,2318801.0000000000,38444.0000000000,31539.0000000000,187.5000000000,171.7000000000,2019,10,0.4103922937,183.6866627839,205.0346666667,41589.5227242613,50694.9367960779,242.2220310091,270.3729962457,75.8340032154
2002,D,electricity_gas,28242.0000000000,93466.0000000000,62299.0000000000,172.4000000000,167.2000000000,2019,10,0.0049984018,372.6016746411,542.1461716937,82151.8017755399,123250.7793825361,491.3385273657,714.9117133558,75.8340032154
2002,E,water_waste,21345.0000000000,43917.0000000000,37696.0000000000,182.3000000000,179.4000000000,2019,10,0.0037777384,210.1226309922,240.9051014811,49708.5718828674,57912.0159003578,277.0823404842,317.6742506876,75.8340032154
2002,F,construction,385621.0000000000,36844.0000000000,33848.0000000000,176.2000000000,169.6000000000,2019,10,0.0682490161,199.5754716981,209.1032917140,44634.3309924473,48585.0653239698,263.1741214177,275.7381686945,75.8340032154
2002,G,wholesale_retail,1356987.0000000000,39152.0000000000,33961.0000000000,177.4000000000,174.0000000000,2019,10,0.2401659338,195.1781609195,220.6989853439,44783.3406651650,51628.5549224858,257.3755210642,291.0290581876,75.8340032154
2002,H,transportation_storage,264398.0000000000,46512.0000000000,38223.0000000000,180.9000000000,174.3000000000,2019,10,0.0467944001,219.2943201377,257.1144278607,50403.5107989930,61333.9636941831,289.1767687837,339.0489977567,75.8340032154
2002,I,accommodation_food,149912.0000000000,25687.0000000000,23237.0000000000,175.7000000000,174.6000000000,2019,10,0.0265321300,133.0870561283,146.1980648833,30641.9271233603,33872.6678150258,175.4978643950,192.7869539842,75.8340032154
2002,J,information_communication,150967.0000000000,59239.0000000000,48649.0000000000,169.5000000000,167.0000000000,2019,10,0.0267188488,291.3113772455,349.4926253687,64151.9607791175,78116.6725851332,384.1434777193,460.8653249860,75.8340032154
2002,K,finance_insurance,343749.0000000000,65703.0000000000,49546.0000000000,168.6000000000,164.0000000000,2019,10,0.0608383128,302.1097560976,389.6975088968,65334.8074731681,86640.5533324500,398.3829723974,513.8822854831,75.8340032154
2002,L,real_estate,56362.0000000000,40896.0000000000,35244.0000000000,174.2000000000,170.1000000000,2019,10,0.0099752115,207.1957671958,234.7646383467,46475.1938518617,53928.3148270836,273.2227739674,309.5770081922,75.8340032154
2002,M,professional_scientific,151892.0000000000,45653.0000000000,40687.0000000000,175.3000000000,169.7000000000,2019,10,0.0268825597,239.7583971715,260.4278379920,53652.7128660395,60201.2264475951,316.1621264940,343.4182912013,75.8340032154
2002,N,support_services,120358.0000000000,34605.0000000000,30920.0000000000,187.2000000000,181.5000000000,2019,10,0.0213015242,170.3581267218,184.8557692308,40773.2661984895,45632.5639326885,224.6460947575,243.7636962216,75.8340032154
2002,Q,health_social,188292.0000000000,53841.0000000000,45173.0000000000,179.2000000000,175.6000000000,2019,10,0.0333248027,257.2494305239,300.4520089286,59568.2650059626,70998.4937061084,339.2270216740,396.1969514850,75.8340032154
2002,R,arts_recreation,29921.0000000000,27889.0000000000,26194.0000000000,191.4000000000,188.8000000000,2019,10,0.0052955591,138.7394067797,145.7105538140,34541.2333377501,36776.3784285146,182.9514477635,192.1440879233,75.8340032154
2002,S,other_services,75526.0000000000,29236.0000000000,26998.0000000000,199.9000000000,198.6000000000,2019,10,0.0133669463,135.9415911380,146.2531265633,35601.4437524844,38552.6264740957,179.2620531344,192.8595621516,75.8340032154
2003,B,mining,7120.0000000000,47720.0000000000,39456.0000000000,185.5000000000,181.2000000000,2019,10,0.0012306937,217.7483443709,257.2506738544,52176.2094955793,63104.4382889559,287.9481760242,340.1856511534,75.6206715310
2003,C,manufacturing,2372732.0000000000,39558.0000000000,31944.0000000000,188.2000000000,171.4000000000,2019,10,0.4101272956,186.3710618436,210.1912858661,42242.4177850463,52311.0932488373,246.4551796094,277.9547994093,75.6206715310
2003,D,electricity_gas,28414.0000000000,95191.0000000000,63002.0000000000,171.4000000000,166.7000000000,2019,10,0.0049113667,377.9364127175,555.3733955659,83313.1982623805,125879.6015331936,499.7792337275,734.4200789568,75.6206715310
2003,E,water_waste,21133.0000000000,43954.0000000000,37623.0000000000,181.7000000000,178.1000000000,2019,10,0.0036528441,211.2464907355,241.9042377545,49752.2691061481,58124.3185363111,279.3501915000,319.8916815427,75.6206715310
2003,F,construction,378969.0000000000,37214.0000000000,33959.0000000000,175.6000000000,169.5000000000,2019,10,0.0655048826,200.3480825959,211.9248291572,44907.0331067614,49211.4117033781,264.9382484175,280.2472192675,75.6206715310
2003,G,wholesale_retail,1373832.0000000000,39610.0000000000,34029.0000000000,176.0000000000,173.2000000000,2019,10,0.2374671909,196.4722863741,225.0568181818,44999.6003884091,52379.8575152042,259.8129352680,297.6128267909,75.6206715310
2003,H,transportation_storage,259721.0000000000,45936.0000000000,37984.0000000000,179.2000000000,172.7000000000,2019,10,0.0448928372,219.9420961204,256.3392857143,50229.6518015025,60745.2949966781,290.8491708251,338.9804408297,75.6206715310
2003,I,accommodation_food,161598.0000000000,24951.0000000000,22958.0000000000,177.0000000000,175.5000000000,2019,10,0.0279322531,130.8148148148,140.9661016949,30359.4236009608,32994.9463484438,172.9881686664,186.4121262624,75.6206715310
2003,J,information_communication,156404.0000000000,60292.0000000000,48176.0000000000,168.7000000000,165.9000000000,2019,10,0.0270344689,290.3918022905,357.3918197985,63707.4480094036,79729.5220728778,384.0111392972,472.6112748837,75.6206715310
2003,K,finance_insurance,349189.0000000000,64645.0000000000,48583.0000000000,168.7000000000,164.5000000000,2019,10,0.0603574024,295.3373860182,383.1950207469,64245.6606326979,85485.8846016252,390.5511284662,506.7331630209,75.6206715310
