row_type,year,industry_code,industry,employees,employment_share_common,normal_hours,overtime_hours,normal_pretrend_annual_change_2000_2016,normal_reform_window_annual_change_2016_2019,overtime_pretrend_annual_change_2000_2016,overtime_reform_window_annual_change_2016_2019,normal_change_vs_pretrend,overtime_change_vs_pretrend,part_time_series_requested_period,part_time_series_consistent_coverage,part_time_series_used,part_time_series_reason
reform_window_comparison,,R,arts_recreation,,,,,-1.7875000000,-2.4333333333,-0.0625000000,-0.0666666667,-0.6458333333,-0.0041666667,,,,
reform_window_comparison,,F,construction,,,,,-1.1250000000,0.4000000000,-0.2000000000,-0.3000000000,1.5250000000,-0.1000000000,,,,
reform_window_comparison,,D,electricity_gas,,,,,-0.8000000000,1.2333333333,0.1562500000,0.4333333333,2.0333333333,0.2770833333,,,,
reform_window_comparison,,K,finance_insurance,,,,,-0.6187500000,0.9333333333,-0.0750000000,0.0333333333,1.5520833333,0.1083333333,,,,
reform_window_comparison,,Q,health_social,,,,,-1.0500000000,-0.0333333333,0.0312500000,0.2000000000,1.0166666667,0.1687500000,,,,
reform_window_comparison,,J,information_communication,,,,,-0.9187500000,0.5000000000,-0.0312500000,-0.3000000000,1.4187500000,-0.2687500000,,,,
reform_window_comparison,,C,manufacturing,,,,,-1.4062500000,0.4666666667,-0.0562500000,-0.5666666667,1.8729166667,-0.5104166667,,,,
reform_window_comparison,,B,mining,,,,,-0.7250000000,-1.6333333333,-0.0187500000,0.0333333333,-0.9083333333,0.0520833333,,,,
reform_window_comparison,,S,other_services,,,,,-1.5312500000,-2.4666666667,0.0437500000,-0.1666666667,-0.9354166667,-0.2104166667,,,,
reform_window_comparison,,M,professional_scientific,,,,,-0.9500000000,-0.2000000000,-0.1500000000,-0.1333333333,0.7500000000,0.0166666667,,,,
reform_window_comparison,,L,real_estate,,,,,-0.4687500000,-0.7666666667,-0.1312500000,0.4666666667,-0.2979166667,0.5979166667,,,,
reform_window_comparison,,N,support_services,,,,,-1.0437500000,0.0000000000,0.2500000000,-0.3666666667,1.0437500000,-0.6166666667,,,,
reform_window_comparison,,H,transportation_storage,,,,,-1.2437500000,0.3666666667,0.1625000000,-0.0666666667,1.6104166667,-0.2291666667,,,,
reform_window_comparison,,E,water_waste,,,,,-1.1750000000,-0.2333333333,-0.0125000000,-0.1333333333,0.9416666667,-0.1208333333,,,,
reform_window_comparison,,G,wholesale_retail,,,,,-1.0750000000,-0.3666666667,-0.0812500000,0.1666666667,0.7083333333,0.2479166667,,,,
reform_window_comparison,,ALL,common_16_weighted_aggregate,,,,,-1.1787037376,0.0243078669,-0.0825523744,-0.2512075032,1.2030116045,-0.1686551287,,,,
part_time_availability_audit,,,industry_and_services_total,,,,,,,,,,,2000-2024,False,False,official_query_returned_no_consistent_annual_values_for_2000_2024
